nombre,telefono,direccion,latitud,longitud,municipio,categoria
Rincon del Sabor,,"PR-200 km 0.6, Florida, Vieques 00765, Puerto Rico",18.1412059,-65.4545648,Morovis,Food Trucks
Encantos Restaurant & Wine Bar,,"30 Cll Principal, Morovis, 00687, Puerto Rico",18.3259159,-66.40628099999999,Morovis,Restaurantes
Food Truck Hot Dogs,,"CWGQ+CM9, San Juan, 00918, Puerto Rico",18.4260299,-66.0607812,Morovis,Food Trucks
Shorebreak,,"FJR2+2CQ, Carr. 686, Vega Baja 00693, Puerto Rico",18.4900807,-66.3988806,Morovis,Food Trucks
El Descuadre,,"State Rte 155 KM 35.6, Morovis, 00687, Puerto Rico",18.272571,-66.3954254,Morovis,Food Trucks
El Barrilito Bar & Rest.,,"PR-137, Morovis, 00687, Puerto Rico",18.3326482,-66.4275265,Morovis,Food Trucks
Burritos and Tacos Yiyo 2,,"9H44+X35, PR-633, Morovis, 00687, Puerto Rico",18.3573936,-66.4447662,Morovis,Food Trucks
Asador Don Pablo,,"Carr. 155 Km. 41.9 Bo, Morovis 00687, Puerto Rico",18.2949141,-66.4089176,Morovis,Food Trucks
Puerto Nuevo Food Truck Park,,"1321 Avenida F.D. Roosevelt #1323, San Juan, 00920, Puerto Rico",18.4137659,-66.0903952,Morovis,Food Trucks
La Cala Seafood,,"PR-818, Corozal, 00783, Puerto Rico",18.3434651,-66.3250399,Morovis,Food Trucks
Carlitos Pollos #2,,"PR-137 km 13.5, Morovis, 00687, Puerto Rico",18.3259051,-66.4186696,Morovis,Food Trucks
Lechonera El Expresso 137,,"8HVH+4CC, PR-137, Morovis, 00687, Puerto Rico",18.3428092,-66.421477,Morovis,Food Trucks
La Preñá - Calle Loíza,,"1810 C. Loíza, San Juan, 00911, Puerto Rico",18.4513787,-66.0591603,Morovis,Food Trucks
Papelón con Limón,,"Plaza de Palmar, 9V6P+C5H, Guaynabo, 00971, Puerto Rico",18.3610677,-66.114519,Morovis,Food Trucks
Parque Santurce / Antojos Burger Truck/ Perú Rico Food Truck,,"634 Cll Ernesto Cerra, San Juan, 00907, Puerto Rico",18.4510741,-66.07966139999999,Morovis,Food Trucks
Clementina Food Spot,,"Urb, 400 C. San Claudio, San Juan, 00926, Puerto Rico",18.3780415,-66.0509605,Morovis,Food Trucks
"Casa Bavaria @ Morovis, PR",,"State Rte 155, Morovis, 00687, Puerto Rico",18.2838914,-66.40095219999999,Morovis,Food Trucks
Yummy Dumplings,,"FW3C+6HX, Ave Arterial Hostos, San Juan, 00918, Puerto Rico",18.4531203,-66.078515,Morovis,Food Trucks
Carmen Ice Cream Shop,,"4 Cll Principal, Morovis, 00687, Puerto Rico",18.3259021,-66.4069092,Morovis,Postres
Sabor Frappé - Morovis,,"8HHG+6JM, PR-137, Morovis, 00687, Puerto Rico",18.3280947,-66.4234492,Morovis,Postres
Los Mini Pastelitos,,"carr. 159 K 0.5, Morovis, 00687, Puerto Rico",18.325567,-66.401765,Morovis,Postres
Nani’s Sweet Bakery,,"Carr. 619 km 0.4 00687, Morovis, 00687, Puerto Rico",18.3155776,-66.3909233,Morovis,Postres
Mario's Bakery,,"8HGV+QG4, State Rte 155, Morovis, 00687, Puerto Rico",18.3268876,-66.4061588,Morovis,Postres
Sofi's Sweet Bakery,,"9H68+FGH, State Rte 155, Morovis, 00687, Puerto Rico",18.3611857,-66.4336435,Morovis,Postres
El Castillo De La Reposteria,,"180 PR-155 suite 4, Morovis, 00687, Puerto Rico",18.323108,-66.40631499999999,Morovis,Postres
Grandpa's Seasoning,,"8HCV+22P, PR-137, Morovis, 00687, Puerto Rico",18.3200876,-66.4074179,Morovis,Postres
Limber's La Curvita 137,,"Carr 137 Km 14.5, Morovis, 00687, Puerto Rico",18.325267,-66.4174829,Morovis,Postres
Wings & Fries Co. - Morovis,,"PR-137 KM 13.7, Morovis, 00687, Puerto Rico",18.3279415,-66.4235672,Morovis,Jangueo
Chinchorro El Malango,,"8H8M+P7G, PR-617, Morovis, 00687, Puerto Rico",18.3168184,-66.4167825,Morovis,Jangueo
El Descuadre,,"State Rte 155 KM 35.6, Morovis, 00687, Puerto Rico",18.272571,-66.3954254,Morovis,Jangueo
Pirulos Bar,,"7JX5+3G9, Morovis, 00687, Puerto Rico",18.2976532,-66.39112949999999,Morovis,Jangueo
El Barrilito Bar & Rest.,,"PR-137, Morovis, 00687, Puerto Rico",18.3326482,-66.4275265,Morovis,Jangueo
La 26 Sport and Grill,,"7JG5+647, Morovis, 00687, Puerto Rico",18.2752923,-66.3908777,Morovis,Jangueo
Encantos Restaurant & Wine Bar,,"30 Cll Principal, Morovis, 00687, Puerto Rico",18.3259159,-66.40628099999999,Morovis,Restaurantes
La Ruta Bar & Restaurant,,"622-652 Cll Armando Mejías, Morovis, 00687, Puerto Rico",18.3400715,-66.4214248,Morovis,Restaurantes
Wings & Fries Co. - Morovis,,"PR-137 KM 13.7, Morovis, 00687, Puerto Rico",18.3279415,-66.4235672,Morovis,Jangueo
El Barrilito Bar & Rest.,,"PR-137, Morovis, 00687, Puerto Rico",18.3326482,-66.4275265,Morovis,Jangueo
La Ruta Bar & Restaurant,,"622-652 Cll Armando Mejías, Morovis, 00687, Puerto Rico",18.3400715,-66.4214248,Morovis,Restaurantes
Big Krazy,,"8HCR+2WR, Morovis, 00687, Puerto Rico",18.320121,-66.40772299999999,Morovis,Jangueo
Encantos Restaurant & Wine Bar,,"30 Cll Principal, Morovis, 00687, Puerto Rico",18.3259159,-66.40628099999999,Morovis,Restaurantes
"Casa Bavaria @ Morovis, PR",,"State Rte 155, Morovis, 00687, Puerto Rico",18.2838914,-66.40095219999999,Morovis,Jangueo
Los Hermanos Sport Bar & Grill.,,"Km0.2 PR-6622, Morovis, 00687, Puerto Rico",18.3199119,-66.4162989,Morovis,Jangueo
Asador Don Pablo,,"Carr. 155 Km. 41.9 Bo, Morovis 00687, Puerto Rico",18.2949141,-66.4089176,Morovis,Jangueo
La Playita,,"7HXR+62V, State Rte 155, Morovis, 00687, Puerto Rico",18.2981143,-66.4099501,Morovis,Jangueo
El Descuadre,,"State Rte 155 KM 35.6, Morovis, 00687, Puerto Rico",18.272571,-66.3954254,Morovis,Jangueo
Lechonera BAJARI,,"Carretera 155, Bo km 44.8, Morovis, 00687, Puerto Rico",18.3105752,-66.4088769,Morovis,Jangueo
Señor Alitas,,"Bo, PR-159 km 0.7, Morovis, 00687, Puerto Rico",18.3257896,-66.3998901,Morovis,Jangueo
Chinchorro El Malango,,"8H8M+P7G, PR-617, Morovis, 00687, Puerto Rico",18.3168184,-66.4167825,Morovis,Jangueo
El Ventorrillo de Abuelo Bar & Grill,,"8J88+4PJ, Morovis, 00687, Puerto Rico",18.3153471,-66.38324,Morovis,Jangueo
The Little Corner 3,,"8HHC+CF, Franquez, Morovis 00687, Puerto Rico",18.3285967,-66.428743,Morovis,Jangueo
Cabra Loca,,"7HMX+9VR, State Rte 155, Morovis, 00687, Puerto Rico",18.2834751,-66.4003701,Morovis,Jangueo
Maelo Chicken Fever,,"KM. 54.3, State Rte 155, Morovis 00687, Puerto Rico",18.3531855,-66.4372814,Morovis,Jangueo
The Spur Restaurant,,"PR634 Km 4.3, Morovis, 00687, Puerto Rico",18.3627838,-66.4163966,Morovis,Restaurantes
The Tasty One,,"8HGV+446, Calle Pascual Melendez, Morovis, 00687, Puerto Rico",18.3252931,-66.4072322,Morovis,Jangueo
Col. La Moca Cafe,,"Hc01 Box 2400, Morovis, 00687, Puerto Rico",18.3034782,-66.39163719999999,Morovis,Jangueo
Pa’l Yunque Food Park,,"96CJ+583, 34 1 min, Palmer, Río Grande 00745, Puerto Rico",18.3704101,-65.7692679,Morovis,Jangueo
Mattarello Morovis,,"180 PR-155 suite 4, Morovis, 00687, Puerto Rico",18.3236038,-66.4062108,Morovis,Jangueo
Molcajete Morovis,,"Km. 2.2 PR-6622, Morovis, 00687, Puerto Rico",18.3228791,-66.405656,Morovis,Jangueo
Perras K-lientes,,"CRVG+W26, Av. Los Dominicos, Mansión del Mar, Toa Baja 00949, Puerto Rico",18.4447798,-66.17497329999999,Morovis,Jangueo
Grandpa's Seasoning,,"8HCV+22P, PR-137, Morovis, 00687, Puerto Rico",18.3200876,-66.4074179,Morovis,Jangueo
La Tasca,,"Morovis, 00687, Puerto Rico",18.325785,-66.4065592,Morovis,Jangueo
El Saborengue,,"Km. 1.4, PR-618, Morovis 00687, Puerto Rico",18.3095969,-66.3979767,Morovis,Jangueo
La Parrilla Burger & Pizza,,"17 Cll Principal, Morovis, 00687, Puerto Rico",18.3258021,-66.408185,Morovis,Jangueo
Los Mini Pastelitos,,"carr. 159 K 0.5, Morovis, 00687, Puerto Rico",18.325567,-66.401765,Morovis,Jangueo
Under The Mango Rest,,"PR-633, Ciales, Morovis 00687, Puerto Rico",18.3634205,-66.4537947,Morovis,Jangueo
Edwin Pincho's,,"Barahona, Morovis 00687, Puerto Rico",18.3580466,-66.4463646,Morovis,Jangueo
El Caney Restaurant,,"Carr. 149 Bo. Pesas Km 21, 6, Ciales 00638, Puerto Rico",18.2960735,-66.4962884,Morovis,Restaurantes
Con-Tenedores Food Truck Park,,"45WP+3RH, Bo, Humacao, 00791, Puerto Rico",18.1451794,-65.8128978,Morovis,Jangueo
Marco's Pizza,,"Morovis, 00687, Puerto Rico",18.3282908,-66.4242253,Morovis,Jangueo
LA ARGENTINA FOOD TRUCK,,"8H53+6V, Morovis, 00687, Puerto Rico",18.3080625,-66.4453125,Morovis,Jangueo
Carlitos Pollos #2,,"PR-137 km 13.5, Morovis, 00687, Puerto Rico",18.3259051,-66.4186696,Morovis,Jangueo
Cafeliz,,"Toa Alta, 00953, Puerto Rico",18.3896782,-66.25327170000001,Morovis,Jangueo
Piscolabis Food Truck,,"CPCJ+8JX, Maguayo, Dorado 00646, Puerto Rico",18.4208719,-66.2683869,Morovis,Jangueo
Pirulos Bar,,"7JX5+3G9, Morovis, 00687, Puerto Rico",18.2976532,-66.39112949999999,Morovis,Jangueo
The Scrap,,"8HPJ+5R7, Morovis, 00687, Puerto Rico",18.3354085,-66.4179539,Morovis,Jangueo
El Nuevo Cantinflas,,"8HHV+M8G, State Rte 155, Morovis 00687, Puerto Rico",18.329198,-66.4066723,Morovis,Jangueo
El Rincon De Felo,,"8H4M+3XV, Morovis 00687, Puerto Rico",18.3052282,-66.415091,Morovis,Jangueo
Ruta Típica,,"entrada hacia Franquez!, Carretera #137 Estatal Moravis Puerto Rico,en dirección Sur a la izquierda, Morovis, 00687, Puerto Rico",18.3228736,-66.4122043,Morovis,Jangueo
Alejandro's Health Food,,"31-63 Cll Principal, Morovis, 00687, Puerto Rico",18.3258156,-66.4070071,Morovis,Jangueo
La Chuby Sandwiches,,"8HFP+MQQ, PR-137, Morovis, 00687, Puerto Rico",18.3242052,-66.4130157,Morovis,Jangueo
El Desvío Sports Bar and Restaurant,,"6CG4+4GW, PR-5141, Jayuya, 00664, Puerto Rico",18.2253608,-66.5936694,Morovis,Restaurantes
El Flamboyán,,"173, km 2.2, Carretera Patron, Morovis, 00687, Puerto Rico",18.3333271,-66.3981211,Morovis,Jangueo
Frappe Morovis Guagita Blanca,,"8HCP+HWC, Morovis 00687, Puerto Rico",18.3214382,-66.4127247,Morovis,Jangueo
Colmado Vista Alegre (Papo Perez),,"Km. 1.3, PR-618, Morovis 00687, Puerto Rico",18.3092418,-66.3984548,Morovis,Jangueo
Rancho El Desahogo,,"Carrera #145 km 0.9 Bo, Ciales, 00638, Puerto Rico",18.3354588,-66.4639582,Morovis,Jangueo
El Sabor Jayuyano,,"6C96+M9G, Paseo Los Maestros, Jayuya, 00664, Puerto Rico",18.219175,-66.5890403,Morovis,Jangueo
Magdalena’s Coffee House,,"19 Cll Del Carmen, Morovis, 00687, Puerto Rico",18.3261061,-66.4067993,Morovis,Jangueo
Rancho Torres Morovis Puerto Rico,,"8H3J+GX6, PR-6616, Morovis, 00687, Puerto Rico",18.303797,-66.4175997,Morovis,Jangueo
Patria Mia,,"loma massini, Cll Eucalipto, Jayuya, 00664, Puerto Rico",18.2207517,-66.591478,Morovis,Jangueo
Augustos coffee bar,,"PR-137 km 10.1, Morovis, 00687, Puerto Rico",18.3626135,-66.4269628,Morovis,Jangueo
Hazel Bar,,"1000 122 The Mall of San Juan Blvd, San Juan, 00926, Puerto Rico",18.4124925,-66.02525179999999,Morovis,Jangueo
"Algo Lindo Restaurant, Bar & Grill",,"Bo, Ciales, 00638, Puerto Rico",18.3374599,-66.46493389999999,Morovis,Jangueo
Nani’s Sweet Bakery,,"Carr. 619 km 0.4 00687, Morovis, 00687, Puerto Rico",18.3155776,-66.3909233,Morovis,Jangueo
Morovis To Go,,"PR-618, Morovis, 00687, Puerto Rico",18.3093328,-66.4015318,Morovis,Jangueo
Ikakos Bar and Restaurant,,"No. 3, Calle Cambimbora, Naguabo, 00718, Puerto Rico",18.1894134,-65.71365469999999,Naguabo,Restaurantes
Los Makos,,"Húcares, Naguabo 00718, Puerto Rico",18.1881691,-65.7112714,Naguabo,Restaurantes
Super Benjy's Potatoes Taco & Grill,,"Super Benjys potatoes taco & grill, Naguabo, 00744, Puerto Rico",18.2147012,-65.7326107,Naguabo,Restaurantes
El Makito,,"57QQ+5F5, PR-3, Naguabo, 00718, Puerto Rico",18.1878958,-65.7112678,Naguabo,Restaurantes
Vinny's Restaurant,,"57QQ+9FF, Húcares, Naguabo 00718, Puerto Rico",18.1884326,-65.7113282,Naguabo,Restaurantes
Super Benyi's Cousine,,"PR-3, Naguabo, 00718, Puerto Rico",18.1892731,-65.7125236,Naguabo,Restaurantes
Pelikanos Bar & Restaurant,,"3 Bda. Playa Hucares, Naguabo, 00718, Puerto Rico",18.1856047,-65.70898389999999,Naguabo,Restaurantes
Karakoles Restaurant & Bar,,"Naguabo, 00718, Puerto Rico",18.1894375,-65.7134375,Naguabo,Restaurantes
El Navegante Rest. Naguabo,,"PR-3 km 66.8, Naguabo, 00718, Puerto Rico",18.1894304,-65.7133145,Naguabo,Restaurantes
Red’s Place PR,,"Al lado del dealer Toyota, Naguabo, 00718, Puerto Rico",18.2138459,-65.73860379999999,Naguabo,Restaurantes
Coco's Restaurant,,"La Fanduca #138, Naguabo, 00718, Puerto Rico",18.1847589,-65.7073436,Naguabo,Restaurantes
Super Benjy's Cuisine,,"S/n Encima del, PR-3, Naguabo, 00718, Puerto Rico",18.1892673,-65.7125236,Naguabo,Restaurantes
Señor Ándale - Naguabo,,"#15 Calle Muñoz Rivera, Naguabo, 00718, Puerto Rico",18.2116434,-65.7355081,Naguabo,Restaurantes
TerraVento,,"PR-3 KM 66.8, Naguabo, 00718, Puerto Rico",18.1894239,-65.7129748,Naguabo,Restaurantes
Bobby's Place,,"Playa Hucares Carr #3 Naguabo, Naguabo, 00718, Puerto Rico",18.1895089,-65.7141896,Naguabo,Restaurantes
Vista Karibe Restaurant,,"57QP+R95, Naguabo, 00718, Puerto Rico",18.1895291,-65.7140355,Naguabo,Restaurantes
Chumar Restaurant,,"57QP+Q7W, Naguabo 00718, Puerto Rico",18.189489,-65.7142841,Naguabo,Restaurantes
El Coral Pescadería,,"PR-3, Naguabo, 00718, Puerto Rico",18.1891969,-65.7121113,Naguabo,Restaurantes
Noelia's,,"65XX+F4G, PR-191, Naguabo, 00718, Puerto Rico",18.2486974,-65.8021818,Naguabo,Restaurantes
Malecón de Naguabo,,"57QP+QMW, Naguabo, 00718, Puerto Rico",18.1894384,-65.71333729999999,Naguabo,Restaurantes
La Botana,,"Callejon Mendoza, Naguabo, 00718, Puerto Rico",18.2153693,-65.82304909999999,Naguabo,Restaurantes
ODD KITCHEN / Cocina Libre,,"PR-3, Naguabo, 00718, Puerto Rico",18.1894448,-65.71304380000001,Naguabo,Restaurantes
Aromas de Kaffa,,"Calle 2 Bloque A-2, Villa Del Rosario, Naguabo 00718, Puerto Rico",18.2148914,-65.73319240000001,Naguabo,Restaurantes
"Paseo Tablado ""El Malecón de Naguabo""",,"57QP+MHH, PR-3, Naguabo, 00718, Puerto Rico",18.1891992,-65.71351469999999,Naguabo,Restaurantes
LA CARBONERA 2,,"PR-3 KM 69.5, Naguabo, 00718, Puerto Rico",18.1871034,-65.71067049999999,Naguabo,Restaurantes
Rain Sugar & Cyber Cafe,,"45 Calle Juan R. Garzot, Naguabo, 00718, Puerto Rico",18.2141609,-65.7307677,Naguabo,Coffee Shops
Panadería Family Bakery,,"42 Calle Juan R. Garzot, Naguabo, 00718, Puerto Rico",18.2133751,-65.7358051,Naguabo,Coffee Shops
Aromas de Kaffa,,"Calle 2 Bloque A-2, Villa Del Rosario, Naguabo 00718, Puerto Rico",18.2148914,-65.73319240000001,Naguabo,Coffee Shops
Re-nacer Coffee Blessed,,"PR-3, Naguabo, 00718, Puerto Rico",18.2034292,-65.71053359999999,Naguabo,Coffee Shops
Red’s Place PR,,"Al lado del dealer Toyota, Naguabo, 00718, Puerto Rico",18.2138459,-65.73860379999999,Naguabo,Coffee Shops
Family Nutrition Spot by Tanily,,"22 Calle Baldorioty, Naguabo, 00718, Puerto Rico",18.2127559,-65.7346024,Naguabo,Coffee Shops
Super Benjy's Potatoes Taco & Grill,,"Super Benjys potatoes taco & grill, Naguabo, 00744, Puerto Rico",18.2147012,-65.7326107,Naguabo,Coffee Shops
JULYS PLACE BAR CAFE,,"P.O.Box 296, Naguabo, 00718, Puerto Rico",18.2117624,-65.7380046,Naguabo,Coffee Shops
Nany’s Cake,,"17 Calle Muñoz Rivera, Naguabo, 00718, Puerto Rico",18.2115841,-65.7353033,Naguabo,Coffee Shops
El Sabroso,,"19 Calle Muñoz Rivera, Naguabo, 00718, Puerto Rico",18.2115518,-65.73597,Naguabo,Coffee Shops
Katyhanna’s coffee,,"658H+36R, Peña Pobre, Naguabo 00718, Puerto Rico",18.215247,-65.8219953,Naguabo,Coffee Shops
El Kafé,,"PR-924, Humacao, 00791, Puerto Rico",18.1480719,-65.8257624,Naguabo,Coffee Shops
Noelia's,,"65XX+F4G, PR-191, Naguabo, 00718, Puerto Rico",18.2486974,-65.8021818,Naguabo,Coffee Shops
Dnuevo Coffee Specialty,,"Santiago Iglesias #1501, Guaynabo, 00966, Puerto Rico",18.3797821,-66.0998987,Naguabo,Coffee Shops
Luna Coffee & Latin Kitchen,,"352 Av. Américo Miranda, San Juan, 00927, Puerto Rico",18.3996731,-66.0681191,Naguabo,Coffee Shops
NutriBodies Herbalife Naguabo y San Sebastian,,"Calle 3 Urb. Juan Mendoza 1-f, Naguabo, 00718, Puerto Rico",18.2148698,-65.73550709999999,Naguabo,Coffee Shops
El Navegante Rest. Naguabo,,"PR-3 km 66.8, Naguabo, 00718, Puerto Rico",18.1894304,-65.7133145,Naguabo,Coffee Shops
Sin Prisa Coffee Shop,,"1804 C. Loíza, San Juan, 00911, Puerto Rico",18.4514175,-66.05944769999999,Naguabo,Coffee Shops
Supermercados Econo - Naguabo,,"Carr. # 31 Km. 3.3 Int, Calle Juan R. Garzot, Naguabo, 00718, Puerto Rico",18.2143922,-65.7354692,Naguabo,Coffee Shops
Los Makos,,"Húcares, Naguabo 00718, Puerto Rico",18.1881691,-65.7112714,Naguabo,Coffee Shops
Tu Aposento De Bendición-Rafiel,,"6778+V7, Naguabo, 00718, Puerto Rico",18.214761,-65.7344385,Naguabo,Coffee Shops
Ikakos Bar and Restaurant,,"No. 3, Calle Cambimbora, Naguabo, 00718, Puerto Rico",18.1894134,-65.71365469999999,Naguabo,Restaurantes
Masa & Fuego El Rincon de la Empanada Food Truck,,"Carr. 31, Naguabo, 00718, Puerto Rico",18.2138633,-65.7307952,Naguabo,Coffee Shops
RICO PAN BAKERY 2,,"96CM+W2, Palmer, Río Grande 00745, Puerto Rico",18.3723208,-65.7673909,Naguabo,Coffee Shops
Morena Coffee Express,,"PR-176 KM 1.4, San Juan, 00926, Puerto Rico",18.3808964,-66.0557651,Naguabo,Coffee Shops
Super Benyi's Cousine,,"PR-3, Naguabo, 00718, Puerto Rico",18.1892731,-65.7125236,Naguabo,Coffee Shops
JJ's Food Truck,,"Carr #31, Naguabo, 00718, Puerto Rico",18.213275,-65.74052569999999,Naguabo,Coffee Shops
Ralph's Food Warehouse,,"6787+53Q, PR-31, Naguabo, 00718, Puerto Rico",18.2154537,-65.7372573,Naguabo,Coffee Shops
El Rincón Del Pincho,,"Calle Ruiz Belvis, Naguabo, 00718, Puerto Rico",18.2129073,-65.7344352,Naguabo,Coffee Shops
Vinny's Restaurant,,"57QQ+9FF, Húcares, Naguabo 00718, Puerto Rico",18.1884326,-65.7113282,Naguabo,Restaurantes
Sweet and Heavenly Café,,"Edif. Carrion, Plaza Gurabo, PR-189, Gurabo, 00778, Puerto Rico",18.2504354,-65.9622121,Naguabo,Coffee Shops
JN Sport Bar,,"44 Calle Celis Aguilera, Naguabo, 00718, Puerto Rico",18.2116612,-65.7372831,Naguabo,Coffee Shops
Espresso Lab Coffee Shop,,"8020 Tartak St Hyatt Centric San Juan, Lobby, 8020 José M. Tartak Ave, Carolina, 00979, Puerto Rico",18.4406718,-66.02198229999999,Naguabo,Coffee Shops
Hacienda San Pedro,,"211 Av. Ing. Manuel Domenech, San Juan, 00918, Puerto Rico",18.4151705,-66.0601792,Naguabo,Coffee Shops
EmpanadisimasPR,,"GK-44, Av. Roberto Sánchez Vilella, Carolina, 00982, Puerto Rico",18.4126819,-65.9982888,Naguabo,Coffee Shops
Adverly's sweet,,"Puerto Rico carr.31, Naguabo, 00718, Puerto Rico",18.2143689,-65.73016419999999,Naguabo,Coffee Shops
Panadería Family Bakery,,"42 Calle Juan R. Garzot, Naguabo, 00718, Puerto Rico",18.2133751,-65.7358051,Naguabo,Panaderías
Higüerillo Bakery,,"Int. 950 km 0.0, Naguabo, 00718, Puerto Rico",18.2182995,-65.8289449,Naguabo,Panaderías
Rain Sugar & Cyber Cafe,,"45 Calle Juan R. Garzot, Naguabo, 00718, Puerto Rico",18.2141609,-65.7307677,Naguabo,Panaderías
Pepe's Bakery,,"1-13 Calle Vizcarrondo, Naguabo, 00718, Puerto Rico",18.2088978,-65.7336717,Naguabo,Panaderías
Rio Blanco Bakery,,"6697+99J, Río Blanco, Naguabo 00718, Puerto Rico",18.2184517,-65.7866004,Naguabo,Panaderías
Nany’s Cake,,"17 Calle Muñoz Rivera, Naguabo, 00718, Puerto Rico",18.2115841,-65.7353033,Naguabo,Panaderías
Palmas Bake & Deli,,"PR-3, Buena Vista, Humacao 00791, Puerto Rico",18.1134926,-65.8217622,Naguabo,Panaderías
Red’s Place PR,,"Al lado del dealer Toyota, Naguabo, 00718, Puerto Rico",18.2138459,-65.73860379999999,Naguabo,Jangueo
Ikakos Bar and Restaurant,,"No. 3, Calle Cambimbora, Naguabo, 00718, Puerto Rico",18.1894134,-65.71365469999999,Naguabo,Restaurantes
Pelikanos Bar & Restaurant,,"3 Bda. Playa Hucares, Naguabo, 00718, Puerto Rico",18.1856047,-65.70898389999999,Naguabo,Restaurantes
Coco's Restaurant,,"La Fanduca #138, Naguabo, 00718, Puerto Rico",18.1847589,-65.7073436,Naguabo,Restaurantes
Karakoles Restaurant & Bar,,"Naguabo, 00718, Puerto Rico",18.1894375,-65.7134375,Naguabo,Restaurantes
Señor Ándale - Naguabo,,"#15 Calle Muñoz Rivera, Naguabo, 00718, Puerto Rico",18.2116434,-65.7355081,Naguabo,Jangueo
El Botecito Bar & Grill,,"Malecon, playa hucares carr no.3, Naguabo, 00718, Puerto Rico",18.1877226,-65.7109213,Naguabo,Jangueo
Super Benjy's Potatoes Taco & Grill,,"Super Benjys potatoes taco & grill, Naguabo, 00744, Puerto Rico",18.2147012,-65.7326107,Naguabo,Jangueo
Los Makos,,"Húcares, Naguabo 00718, Puerto Rico",18.1881691,-65.7112714,Naguabo,Jangueo
Bobby's Place,,"Playa Hucares Carr #3 Naguabo, Naguabo, 00718, Puerto Rico",18.1895089,-65.7141896,Naguabo,Jangueo
JULYS PLACE BAR CAFE,,"P.O.Box 296, Naguabo, 00718, Puerto Rico",18.2117624,-65.7380046,Naguabo,Jangueo
El Almendrito de Naguabo musica en vivo,,"57QF+293, PR-3, Naguabo, 00718, Puerto Rico",18.1875158,-65.7265831,Naguabo,Jangueo
Spot 812,,"R 950 carr. 31 KM 9.7, Río Blanco, Naguabo 00718, Puerto Rico",18.2176787,-65.7895513,Naguabo,Jangueo
El Navegante Rest. Naguabo,,"PR-3 km 66.8, Naguabo, 00718, Puerto Rico",18.1894304,-65.7133145,Naguabo,Jangueo
JN Sport Bar,,"44 Calle Celis Aguilera, Naguabo, 00718, Puerto Rico",18.2116612,-65.7372831,Naguabo,Jangueo
Pito's Sport Bar,,"11-1 Calle Goyco, Naguabo, 00718, Puerto Rico",18.2126026,-65.73386719999999,Naguabo,Jangueo
Vinny's Restaurant,,"57QQ+9FF, Húcares, Naguabo 00718, Puerto Rico",18.1884326,-65.7113282,Naguabo,Restaurantes
Super Benjy's Cuisine,,"S/n Encima del, PR-3, Naguabo, 00718, Puerto Rico",18.1892673,-65.7125236,Naguabo,Jangueo
Super Benyi's Cousine,,"PR-3, Naguabo, 00718, Puerto Rico",18.1892731,-65.7125236,Naguabo,Jangueo
La Botana,,"Callejon Mendoza, Naguabo, 00718, Puerto Rico",18.2153693,-65.82304909999999,Naguabo,Jangueo
Cantina Tunilos,,"1 Calle Ruiz Belvis, Naguabo, 00718, Puerto Rico",18.212724,-65.7338958,Naguabo,Jangueo
LA CARBONERA 2,,"PR-3 KM 69.5, Naguabo, 00718, Puerto Rico",18.1871034,-65.71067049999999,Naguabo,Jangueo
TerraVento,,"PR-3 KM 66.8, Naguabo, 00718, Puerto Rico",18.1894239,-65.7129748,Naguabo,Jangueo
Red’s Place PR,,"Al lado del dealer Toyota, Naguabo, 00718, Puerto Rico",18.2138459,-65.73860379999999,Naguabo,Food Trucks
Estación 31 Food Truck,,"677C+H26, Naguabo, 00718, Puerto Rico",18.2137871,-65.7295925,Naguabo,Food Trucks
Masa & Fuego El Rincon de la Empanada Food Truck,,"Carr. 31, Naguabo, 00718, Puerto Rico",18.2138633,-65.7307952,Naguabo,Food Trucks
JJ's Food Truck,,"Carr #31, Naguabo, 00718, Puerto Rico",18.213275,-65.74052569999999,Naguabo,Food Trucks
